Identifiant;Commémoré;Adresse complète;Précision adresse;Code postal;xy
685.0;Joseph PELLUAU;3, square du Limousin 75013 Paris;NULL;75013.0;48.823293, 2.376892
997.0;Eleves de ces ecoles morts en déportation parce que nés juifs;69 rue Championnet 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.89575, 2.345136
176.0;Gaston THIBOUS;rue du Fouarre 75005 Paris;(entrée du square Viviani);75005.0;48.851641, 2.347358
184.0;Eleves de ces ecoles morts en déportation parce que nés juifs;21 rue de Pontoise 75005 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75005.0;48.848742, 2.351258
204.0;Mouvement DEFENSE DE LA FRANCE;68, rue Bonaparte 75006 Paris;NULL;75006.0;48.851829, 2.3328889999999998
1089.0;Eleves de ces ecoles morts en déportation parce que nés juifs;16 rue des cheminets 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.887648, 2.398704
1090.0;Eleves de ces ecoles morts en déportation parce que nés juifs;rue des lilas 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.879254, 2.396229
747.0;MEMORIAL;2, place Ferdinand Brunot Mairie du XIVeme 75014 Paris;escalier d'honneur;75014.0;48.832991, 2.326839
154.0;Guy BASSEAU;52 boulevard Saint-Germain 75005 Paris;NULL;75005.0;48.849922, 2.3498229999999998
479.0;Marcel André BERTHELOT;34 rue de la Folie Regnault 75011 Paris;NULL;75011.0;48.858453, 2.387456
360.0;MEMORIAL;6, rue Drouot Mairie du IXème arrondissement 75009 Paris;cour interieure;75009.0;48.872594, 2.34044
267.0;Michel De BRETAGNE;75, rue de Varenne 75007 Paris;NULL;75007.0;48.854572, 2.321529
415.0;HOPITAL LARIBOISIERE;Rue Ambroise Paré 75010 Paris;(intérieur);75010.0;48.881928, 2.352468
398.0;Charles DUPAS;161, quai de Valmy 75010 Paris;NULL;75010.0;48.878584, 2.366048
530.0;Eleves de ces ecoles morts en déportation parce que nés juifs;62 rue de la Fontaine au roi;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.868231, 2.37431
534.0;Eleves de ces ecoles morts en déportation parce que nés juifs;3 rue de Belzunce Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.856404, 2.383213
671.0;René LE GALL;Rue Croulebarbe 75013 Paris;Grille du parc Le Gall;75013.0;48.832261, 2.350315
694.0;Eleves de ces ecoles morts en déportation parce que nés juifs;28 avenue Stephen Pichon 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.832358, 2.358544
693.0;Eleves de ces ecoles morts en déportation parce que nés juifs;13 rue Fagon 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.832509, 2.357048
1009.0;Eleves de ces ecoles morts en déportation parce que nés juifs;51 rue du département 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.886482, 2.361861
1049.0;Fanny LADSKY;allée Récipion 75019 Paris;NULL;75019.0;48.879637, 2.372326
1142.0;Gisèle MOLLET;1, rue Mouraud 75020 Paris;NULL;75020.0;48.854557, 2.408001
1136.0;Paul Et Gisèle LAGUESSE;66, boulevard Davout 75020 Paris;NULL;75020.0;48.852864, 2.411084
1125.0;Louis GODEFROY;11, rue des Envierges 75020 Paris;NULL;75020.0;48.871846, 2.386411
1104.0;François BOLTZ;26, rue Piat 75020 Paris;NULL;75020.0;48.871873, 2.385212
1179.0;Eleves de ces ecoles morts en déportation parce que nés juifs;13 rue Breguet;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.872738, 2.399134
57.0;Henri DARRACQ;3, rue Sainte- Anastase 75003 Paris;NULL;75003.0;48.859491, 2.364172
73.0;Raoul NAUDET;142, rue du Temple 75003 Paris;NULL;75003.0;48.863912, 2.358858
195.0;Jean ARNOULD;Sur le mur extérieur du jardin du Luxembourg côté boulevard Saint-Michel 75006 Paris;(en face du 73, de l'autre côté de la grille);75006.0;48.847978, 2.3410320000000002
430.0;MEMORIAL 1939-1945;72, rue du faubourg Saint-Martin mairie du Xeme arrondissement 75010 Paris;NULL;75010.0;48.871777, 2.3573779999999998
490.0;DESNOS Robert;32 boulevard Richard Lenoir 75011 Paris;NULL;75011.0;48.8569, 2.37127
524.0;Eleves de ces ecoles morts en déportation parce que nés juifs;155,159 avenue Parmentier;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.871707, 2.369595
573.0;Marcel JEULIN;89/93 avenue du général Bizot 75012 Paris;NULL;75012.0;48.838187, 2.403883
646.0;ecole 55 rue baudricourt;75013 Paris;NULL;75013.0;48.831473, 2.368694
673.0;Mme MAURIN;4-6, rue du Moulinet 75013 Paris;NULL;75013.0;48.827347, 2.356246
690.0;Jean STEPHAN;Métro Porte d'Ivry 75013 Paris;NULL;75013.0;48.820835, 2.370718
701.0;Eleves de ces ecoles morts en déportation parce que nés juifs;103 avenue de Choisy 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.824961, 2.360688
741.0;LIBERATION DE PARIS;Place du 18 juin 1940 75014 Paris;NULL;75014.0;48.822476, 2.334311
808.0;MONUMENT AUX MORTS;31, rue Peclet Mairie du Xveme 75015 Paris;NULL;75015.0;48.841523, 2.299879
809.0;"Jean; Di Fusco MORVAN";26, rue de l'Eglise 75015 Paris;NULL;75015.0;48.844744, 2.286386
828.0;Jacques BINGEN;106,rue de la Pompe Lycée Janson de Sailly 75016 Paris;NULL;75016.0;48.86555, 2.279442
1001.0;Eleves de ces ecoles morts en déportation parce que nés juifs;50/52 rue Vauvenargues 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.895424, 2.33153
1008.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 rue Gustave Rouanet 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.896312, 2.340091
1042.0;René GUILLAUME;112, rue de Flandres 75019 Paris;NULL;75019.0;48.891825, 2.378546
1086.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 boulevard du général Brunet 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.880402, 2.390459
1168.0;Eleves de ces ecoles morts en déportation parce que nés juifs;42 rue des Maronites 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.868572, 2.384934
1169.0;Eleves de ces ecoles morts en déportation parce que nés juifs;31 rue Etienne-Dolet 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.868147, 2.385352
611.0;Eleves de ces ecoles morts en déportation parce que nés juifs;28 rue de la Brèche aux Loups 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.837806, 2.394421
141.0;Eleves de ces ecoles morts en déportation parce que nés juifs;12 Impasse Guéménée 75004 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75004.0;48.854518, 2.36591
533.0;Eleves de ces ecoles morts en déportation parce que nés juifs;13 rue Froment;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.857112, 2.372505
887.0;Andre De CRAPONNE;17, bld Wallace, NEUILLY 75017 Paris;NULL;75017.0;48.877985, 2.28452
742.0;LIBERATION DE PARIS;2, place Ferdinand Brunot Mairie du XIVeme 75014 Paris;NULL;75014.0;48.832991, 2.326839
962.0;Maurice ROBION;Place Albert Kahn 75018 Paris;NULL;75018.0;48.895824, 2.346127
901.0;Maurice ROBINET;23, avenue de Saint-Ouen 75017 Paris;NULL;75017.0;48.889046, 2.325925
927.0;Danièlle CASANOVA;43, rue du Poteau 75018 Paris;NULL;75018.0;48.894461, 2.341049
1006.0;Eleves de ces ecoles morts en déportation parce que nés juifs;1 rue Gustave Rouanet 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.89631, 2.3415369999999998
1114.0;DEPORTES JUIFS;Place Gambetta Mairie du XXème arrondissement 75020 Paris;(Hall intérieur, gauche);75020.0;48.86487, 2.398421
5.0;Rousseau + Vié CHATELET-LOMBARDS;3, boulevard Sébastopol 75001 Paris;NULL;75001.0;48.858213, 2.3478149999999998
112.0;Façade Côté Seine De L'immeuble 2 Rue Lobau QUAI DE L'Hà”TEL DE VILLE;;NULL;75004.0;48.851745, 2.355582
224.0;Robert, Jacques HOUBRE;1, rue de Vaugirard 75006 Paris;NULL;75006.0;48.848788, 2.341261
293.0;MAQUIS DE LORRIS;Ecole Militaire 75007 Paris;NULL;75007.0;48.854263, 2.305733
383.0;BOURSE DU TRAVAIL;3, rue du Chà¢teau d'Eau 75010 Paris;NULL;75010.0;48.869044, 2.362091
385.0;"Jean; Chatenet CAZARD";72, rue du faubourg Saint-Martin mairie du Xeme arrondissement 75010 Paris;(CROIX-ROUGE FRANCAISE);75010.0;48.871777, 2.3573779999999998
537.0;Eleves de ces ecoles morts en déportation parce que nés juifs;rue des Trois Bornes 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.866995, 2.37365
717.0;Eleves de ces ecoles morts en déportation parce que nés juifs;12 rue l'Espérance 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.826707, 2.347899
1064.0;PATRIOTES FUSILLES;avenue Corentin Cariou 75019 Paris;NULL;75019.0;48.896116, 2.3838559999999998
1149.0;Etienne PORCHER;3, rue Victor Dejeante 75020 Paris;NULL;75020.0;48.867191, 2.409467
1202.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9/11 rue de Lesseps 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.859058, 2.399708
345.0;RESISTANTS TORTURES;42, rue Bassano 75008 Paris;NULL;75008.0;48.870374, 2.29906
452.0;Lieutenant-colonel Jean VERINES;Place de la République 75010 Paris;Caserne (entree);75010.0;48.868185, 2.362972
522.0;Eleves de ces ecoles morts en déportation parce que nés juifs;144 rue de la roquette 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.858068, 2.382285
639.0;DEPORTATION;47, boulevard de l'Hôpital Groupe hospitalier Pitié-Salpàªtrière 75013 Paris;Parking de la Salpàªtrière;75013.0;48.840293, 2.362259
692.0;Eleves de ces ecoles morts en déportation parce que nés juifs;rue Baudricourt 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.825792, 2.363174
756.0;France Bloch- SERAZIN;1, rue Monticelli 75014 Paris;NULL;75014.0;48.821488, 2.32891
858.0;Jean METZGER;8, rue Benjamin Godard 75016 Paris;NULL;75016.0;48.866482, 2.275619
123.0;Général LECLERC;Quai du Marché Neuf 75004 Paris;NULL;75004.0;48.854171, 2.345672
148.0;Eleves de ces ecoles morts en déportation parce que nés juifs;18 rue Poulletier 75004 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75004.0;48.851333, 2.358214
35.0;Michel GUILLOIS;38, avenue de l'Opéra 75002 Paris;NULL;75002.0;48.869696, 2.332937
343.0;Léon REINACH;63, rue Monceau 75008 Paris;NULL;75008.0;48.878849, 2.312855
511.0;Adrien ORSAL;119, rue Saint-Maur 75011 Paris;NULL;75011.0;48.866569, 2.376467
531.0;Eleves de ces ecoles morts en déportation parce que nés juifs;109 avenue Parmentier;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.867625, 2.372613
535.0;Eleves de ces ecoles morts en déportation parce que nés juifs;24 rue St Sébastien;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.861114, 2.369434
805.0;MEMORIAL;Hall de la gare Montparnasse 75015 Paris;NULL;75015.0;48.841045, 2.3204919999999998
604.0;Eleves de ces ecoles morts en déportation parce que nés juifs;19 rue marsoulan 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.846424999999996, 2.403173
598.0;Commissaire SILVESTRI;4, rue de Lyon 75012 Paris;NULL;75012.0;48.846337, 2.372373
620.0;Eleves de ces ecoles morts en déportation parce que nés juifs;253ter avenue Daumesnil 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.837122, 2.402889
835.0;CHALVIDAN;51, boulevard Exelmans 75016 Paris;(caserne Chalvidan);75016.0;48.842065, 2.261788
1095.0;Plaque extérieure etat DEVE du 24/11/2011;8 rue Barbanègre  75019 Paris;NULL;75019.0;48.89231, 2.383321
1096.0;Plaque extérieure etat DEVE du 24/11/2011;9/11 rue Tandou 75019 Paris;NULL;75019.0;48.8861, 2.379467
1124.0;Marie-thérèse FLEURY;5, rue Dulaure 75020 Paris;NULL;75020.0;48.866533, 2.410392
1.0;Georges BAILLY;Place de la Concorde 75001 Paris;(coté rue de Rivoli);75001.0;48.862862, 2.343103
322.0;Hubert CUNY;9, rue Roy 75008 Paris;NULL;75008.0;48.875425, 2.318298
393.0;DEPORTES;75010 Paris;Rue du Faubourg Saint-Martin (mairie);75010.0;48.875107, 2.351862
397.0;André DUBOIS;18, rue de Dunkerque Gare du Nord 75010 Paris;Cour des départs;75010.0;48.880374, 2.35354
410.0;GUERRE 1939-1945;Gare de l'Est Départ grandes lignes 75010 Paris;NULL;75010.0;48.878422, 2.35764
423.0;LIBERATION DE PARIS;Caserne Nouvelle France 75010 Paris;GARDES;75010.0;48.870397, 2.3503629999999998
454.0;VICTIMES JUIVES DU Xeme ARR.;75010 Paris;Rue du Faubourg Saint-Martin (mairie);75010.0;48.875107, 2.351862
501.0;Marcel HENRIOT;1, boulevard Voltaire 75011 Paris;NULL;75011.0;48.866581, 2.3657019999999997
848.0;Jacques HENRY-SIMON;21, boulevard Beauséjour 75016 Paris;(Jeunes Catholiques Combattants);75016.0;48.85749, 2.270508
905.0;Eleves de ces ecoles morts en déportation parce que nés juifs;21 rue du capitaine lagache 75017 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75017.0;48.892147, 2.3252639999999998
943.0;John GAY;6, rue Gaston Couté 75018 Paris;NULL;75018.0;48.889203, 2.340827
1033.0;Colonel Et Georges FABIEN;100, boulevard de la Villette 75019 Paris;NULL;75019.0;48.876842, 2.371972
1183.0;Eleves de ces ecoles morts en déportation parce que nés juifs;15 rue du Sorbier;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.866319, 2.392293
1212.0;Eleves de ces ecoles morts en déportation parce que nés juifs;149 avenue Gambetta 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.869988, 2.402714
436.0;Roger PARIZOT;54, rue Albert Thomas 75010 Paris;NULL;75010.0;48.870829, 2.36153
367.0;Eleves de ces ecoles morts en déportation parce que nés juifs;32 rue Buffault 75009 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75009.0;48.876305, 2.342431
359.0;MEMORIAL;6, rue Drouot Mairie du IXème arrondissement 75009 Paris;NULL;75009.0;48.872594, 2.34044
419.0;Etienne LALIS;41, rue des Vinaigriers 75010 Paris;NULL;75010.0;48.873116, 2.361198
242.0;PRISON DU CHERCHE-MIDI;Face au 35, rue du Cherche-Midi 75006 Paris;(Lycéens et étudiants);75006.0;48.849928, 2.327126
613.0;Eleves de ces ecoles morts en déportation parce que nés juifs;18 rue de la Brèche aux Loups 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.837456, 2.394084
218.0;Charles De GAULLE;110, boulevard Raspail 75006 Paris;NULL;75006.0;48.844999, 2.328453
548.0;Eleves de ces ecoles morts en déportation parce que nés juifs;77 bld de belleville 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.87128, 2.377427
544.0;Eleves de ces ecoles morts en déportation parce que nés juifs;1 rue pihet 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.863455, 2.373882
898.0;Gabriel PERI;5 place de la Porte de Champeret 75017 Paris;NULL;75017.0;48.885664, 2.290311
1185.0;Eleves de ces ecoles morts en déportation parce que nés juifs;maternelle 21 rue de la Bidassoa 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.866016, 2.393827
1176.0;Eleves de ces ecoles morts en déportation parce que nés juifs;4 rue keller;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.867017, 2.392935
24.0;Michel MOUCHET;Place de la Concorde 75001 Paris;(côté rue de Rivoli);75001.0;48.862862, 2.343103
143.0;Eleves de ces ecoles morts en déportation parce que nés juifs;15 rue Neuve Saint-Pierre 75004 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75004.0;48.853794, 2.363125
150.0;Eleves de ces ecoles morts en déportation parce que nés juifs;8/10 rue des Hospitalieres Saint-Gervais 75004 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75004.0;48.858021, 2.359043
227.0;KRONIS Ferdinand;118 boulevard Saint-Germain 75006 Paris;NULL;75006.0;48.852078, 2.340553
326.0;Félix EBOUE;4, rue Chauveau- Lagarde 75008 Paris;NULL;75008.0;48.871258, 2.324094
349.0;AGENTS DU METRO;Métro Richelieu- Drouot 75009 Paris;NULL;75009.0;48.872108, 2.339958
355.0;DEPORTATION;32, rue Buffault 75009 Paris;NULL;75009.0;48.876305, 2.342431
368.0;Eleves de ces ecoles morts en déportation parce que nés juifs;21 rue Milton 75009 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75009.0;48.878679, 2.34117
443.0;Marcel ROUX;7, rue Lucien Sampaix 75010 Paris;NULL;75010.0;48.871062, 2.359855
481.0;BURSZTYN;10, rue Morand 75011 Paris;NULL;75011.0;48.868471, 2.376709
525.0;Eleves de ces ecoles morts en déportation parce que nés juifs;rue Vicq d'Azir;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;
539.0;Eleves de ces ecoles morts en déportation parce que nés juifs;87 rue leon frot 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.85823, 2.383847
599.0;Jean TAILLEU;171, rue de Charenton 75012 Paris;NULL;75012.0;48.843897, 2.384699
889.0;Robert DESMONET;10, rue Boursault 75017 Paris;NULL;75017.0;48.882953, 2.320796
945.0;Maurice GLEIZE;17, rue des Cloys 75018 Paris;NULL;75018.0;48.892672, 2.339752
1060.0;Marcelle MOSSINO;28, rue des Alouettes 75019 Paris;NULL;75019.0;48.877924, 2.3857720000000002
1105.0;François BOLTZ;Rue de Ménilmontant Pilier du pont de chemin de fer 75020 Paris;NULL;75020.0;48.868836, 2.390526
1122.0;Antoine FERREIRA;2, square du Périgord 75020 Paris;NULL;75020.0;48.85448, 2.411337
1131.0;Léon JOSSELOVITZ;7, place Gambetta 75020 Paris;NULL;75020.0;48.864778, 2.397904
1159.0;Louis THOREZ;17, rue des Amandiers 75020 Paris;NULL;75020.0;48.863577, 2.388584
353.0;Pierre CUVILLIER;53, rue de la Bruyère 75009 Paris;NULL;75009.0;48.879896, 2.331814
528.0;Eleves de ces ecoles morts en déportation parce que nés juifs;8 Cité Voltaire;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.85265, 2.390494
570.0;Marcel, Kervella HAUVILLE;45, rue de Lyon 75012 Paris;NULL;75012.0;48.849382, 2.370583
662.0;Père Marc-joseph, Denis GUIHAIRE;20, rue des Tanneries 75013 Paris;NULL;75013.0;48.833331, 2.345906
716.0;Eleves de ces ecoles morts en déportation parce que nés juifs;140 rue J.M Nordmann 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.833768, 2.343165
61.0;Emile JEANNE;Place de la République 75003 Paris;(terre-plein central);75003.0;48.867092, 2.363288
207.0;DESNOS;Place Saint- Sulpice/ Angle rue de Mézières 75006 Paris;commissariat de police;75006.0;48.850908, 2.334007
1075.0;Eleves de ces ecoles morts en déportation parce que nés juifs;67 avenue Simon Bolivar 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.876359, 2.377262
1088.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 rue des Alouettes 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.877519, 2.385354
1161.0;Bernard VANIER;4, place de la Porte de Bagnolet 75020 Paris;NULL;75020.0;48.864186, 2.409463
783.0;François CACHOT;129, rue Saint- Charles 75015 Paris;NULL;75015.0;48.844030000000004, 2.2834339999999997
486.0;CROIX ROUGE;1 bis, rue de la Pierre Levée 75011 Paris;NULL;75011.0;48.866534, 2.370903
495.0;Maurice GARDETTE;113, rue du Chemin Vert 75011 Paris;NULL;75011.0;48.861498, 2.382138
118.0;FEMMES COMPAGNON DE LA LIBERATION Simone Michel-Levy, Emilienne Moreau-Evrard);Esplanade des villes compagnon de la Libération 75004 Paris;(Berty Albrecht, Laure Diebold, Marie Hackin, Marcelle Henry,;75004.0;48.848627, 2.362732
146.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 rue moussy 75004 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75004.0;48.857735, 2.355611
79.0;Yves TOUDIC;2, rue Meslay 75003 Paris;NULL;75003.0;48.867921, 2.359041
33.0;COMITE LOCAL DE LIBERATION DU 2ème ARRONDISSEMENT;8, rue de la Banque Façade de la Mairie 75002 Paris;NULL;75002.0;48.86683, 2.340448
434.0;MORTS DE LA RESISTANCE DU Xeme;72, rue du faubourg Saint-Martin mairie du Xeme arrondissement 75010 Paris;NULL;75010.0;48.871777, 2.3573779999999998
221.0;GUIERRE Jacques;Théatre de l 'Odéon 75006 Paris;(colonne de gauche en regardant la façade principale);75006.0;48.850888, 2.338704
254.0;Lucien TERION;10, rue Mabillon 75006 Paris;NULL;75006.0;48.852142, 2.335176
820.0;Cinq Martyrs du lycée Buffon;Place des cinq Martyrs du lycée Buffon 75015 Paris;NULL;75015.0;48.838651, 2.316888
807.0;Camille MONNIN;1, rue de Lourmel 75015 Paris;NULL;75015.0;48.850475, 2.292315
626.0;Eleves de ces ecoles morts en déportation parce que nés juifs;4 rue Pommard 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.835712, 2.385041
638.0;Charles DEHAN;159, rue du Chà¢teau-des-Rentiers 75013 Paris;NULL;75013.0;48.829834, 2.362975
831.0;Maurice BRELET;8, bld Wallace 75016 Paris;NULL;75016.0;48.86824, 2.29433
965.0;Marcel SIGNEUX;221, rue Championnet 75018 Paris;NULL;75018.0;48.89342, 2.3296900000000003
1123.0;Louis FLEURY;48, avenue Gambetta Commissariat du XXème arrondissement 75020 Paris;NULL;75020.0;48.865782, 2.399311
1174.0;Eleves de ces ecoles morts en déportation parce que nés juifs;104 rue de Belleville 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.874452, 2.386624
1173.0;Eleves de ces ecoles morts en déportation parce que nés juifs;6 rue de Tlemcen 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.864405, 2.386913
45.0;Eleves de ces ecoles morts en déportation parce que nés juifs;20 rue Etienne Marcel 75002 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75002.0;48.864187, 2.348103
132.0;PARIS-NORD LIBERATION;3, rue des Blancs-Manteaux 75004 Paris;NULL;75004.0;48.858392, 2.358037
159.0;Colonel FABIEN;12, rue de l'Abbé de l'Epée 75005 Paris;NULL;75005.0;48.843692, 2.340563
257.0;Eleves de ces ecoles morts en déportation parce que nés juifs;7 rue du Jardinet 75006 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75006.0;48.852692, 2.339941
677.0;MEMORIAL;Gare d'Austerlitz 75013 Paris;Cour des départs zone nÂ° 1;75013.0;48.841832, 2.366051
714.0;Eleves de ces ecoles morts en déportation parce que nés juifs;5 rue Damesme 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.825101, 2.355435
853.0;Roger LAMBERT;161, avenue de Malakoff 75016 Paris;NULL;75016.0;48.876569, 2.283405
948.0;Max JACOB;7, rue de Ravigan 75018 Paris;NULL;75018.0;48.885538, 2.337758
963.0;Joseph ROQUE;81, rue Riquet 75018 Paris;NULL;75018.0;48.890086, 2.360569
979.0;Eleves de ces ecoles morts en déportation parce que nés juifs;131 rue belliard 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.896318, 2.335388
1032.0;A. DUFOUR;16, rue Clovis- Hugues 75019 Paris;NULL;75019.0;48.882586, 2.373851
1189.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 rue de Tlemcen Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.864586, 2.387088
1191.0;Eleves de ces ecoles morts en déportation parce que nés juifs;20 rue des Cendriers 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.865535, 2.386874
457.0;Eleves de ces ecoles morts en déportation parce que nés juifs;144 rue de la roquette 75010 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75010.0;48.878691, 2.355071
382.0;Jacques BONSERGENT;Metro Jacques Bonsergent 75010 Paris;(une plaque de chaque coté du quai);75010.0;48.870861, 2.361206
268.0;Pierre BROSSOLETTE;123, rue de Grenelle 75007 Paris;NULL;75007.0;48.857692, 2.316648
792.0;Jules EIDELMAN;150, rue du Théà¢tre 75015 Paris;NULL;75015.0;48.845254, 2.297433
736.0;Henri,joseph GUYOT;122, rue d'Alesia 75014 Paris;NULL;75014.0;48.829986, 2.321055
702.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 rue Auguste Perret 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.825084, 2.360635
699.0;Eleves de ces ecoles morts en déportation parce que nés juifs;15 rue Domrémy 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.830325, 2.373114
950.0;79 Enfants JUIFS;rue du chevalier de la Barre 75018 Paris;NULL;75018.0;48.887311, 2.344349
1180.0;Eleves de ces ecoles morts en déportation parce que nés juifs;40 rue des pyrénées 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.850917, 2.406499
9.0;C. DELOGE;20, quai de la Mégisserie 75001 Paris;NULL;75001.0;48.858296, 2.343644
153.0;Jean BACHELET;79, boulevard Saint-Michel 75005 Paris;NULL;75005.0;48.845753, 2.3402
155.0;Adjudant-chef BERGER;1, rue Boutebrie 75005 Paris;NULL;75005.0;48.851636, 2.344864
160.0;FRONT NATIONAL DU Vème ARRONDISSEMENT;Face au 7, quai de Montebello 75005 Paris;NULL;75005.0;48.851795, 2.349269
201.0;CITOYENS DU VIème arrondissement;Rue Bonaparte Mur de l'Hôtel des finances 75006 Paris;NULL;75006.0;48.853648, 2.333632
488.0;2 Plaques;75011 Paris;1, rue Japy (Gymnase) (2 plaques);75011.0;48.858766, 2.382438
729.0;Alfred Et Wolfgang DOBLIN;5 square Henri Delormel 75014 Paris;NULL;75014.0;48.832309, 2.329496
757.0;Fredo SERAZIN;1, rue Monticelli 75014 Paris;NULL;75014.0;48.821488, 2.32891
766.0;Eleves de ces ecoles morts en déportation parce que nés juifs;24 rue Delambre 75014 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75014.0;48.841585, 2.32676
782.0;Raymond BURGARD;16, blvd Pasteur lycee Buffon 75015 Paris;(Hall d'entrée du gymnase Burgard,sur un mur rez de l'accueil);75015.0;48.843458, 2.311712
857.0;Fernand MELIN;2, rue du capitaine Olchanski 75016 Paris;NULL;75016.0;48.849631, 2.266104
